Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
2019-12-07,"3,795","2,760","2,362",398
2019-12-08,"5,013","3,636","3,159",477
2019-12-09,"7,005","5,250","4,569",681
2019-12-10,"6,606","4,791","4,131",660
2019-12-11,"6,686","4,902","4,240",662
2019-12-12,"6,163","4,533","3,871",662
2019-12-13,"4,581","3,272","2,801",471
2019-12-14,"2,930","2,240","1,958",282
2019-12-15,"3,585","2,672","2,280",392
2019-12-16,"4,925","3,653","3,128",525
2019-12-17,"4,743","3,441","2,895",546
2019-12-18,"4,716","3,390","2,918",472
2019-12-19,"3,793","2,821","2,381",440
2019-12-20,"2,688","1,906","1,583",323
2019-12-21,"1,682","1,177","1,020",157
2019-12-22,"1,880","1,411","1,190",221
2019-12-23,"2,451","1,738","1,442",296
2019-12-24,"1,644","1,197",977,220
2019-12-25,"1,483","1,027",851,176
2019-12-26,"1,864","1,355","1,102",253
2019-12-27,"1,927","1,319","1,109",210
2019-12-28,"1,679","1,219","1,019",200
2019-12-29,"1,962","1,299","1,111",188
2019-12-30,"2,469","1,762","1,479",283
2019-12-31,"1,750","1,192","1,005",187
2020-01-01,"1,554","1,105",870,235
2020-01-02,"2,820","2,083","1,754",329
2020-01-03,"2,970","2,180","1,859",321
2020-01-04,"2,111","1,526","1,300",226
2020-01-05,"2,393","1,788","1,514",274
2020-01-06,"3,704","2,770","2,341",429
2020-01-07,"3,760","2,915","2,492",423
2020-01-08,"3,698","2,844","2,402",442
2020-01-09,"4,243","3,374","2,910",464
2020-01-10,"3,177","2,415","2,043",372
2020-01-11,"2,361","1,834","1,581",253
2020-01-12,"2,762","2,238","1,961",277
2020-01-13,"4,298","3,242","2,727",515
2020-01-14,"3,838","2,884","2,450",434
2020-01-15,"3,754","2,864","2,470",394
2020-01-16,"3,817","2,951","2,510",441
2020-01-17,"3,175","2,419","2,006",413
2020-01-18,"2,336","1,927","1,681",246
2020-01-19,"2,597","2,031","1,717",314
2020-01-20,"3,715","2,948","2,505",443
2020-01-21,"4,459","3,501","3,017",484
2020-01-22,"4,483","3,552","3,079",473
2020-01-23,"4,225","3,295","2,805",490
2020-01-24,"3,111","2,484","2,131",353
2020-01-25,"2,353","1,784","1,535",249
2020-01-26,"3,198","2,520","2,213",307
2020-01-27,"4,432","3,539","3,058",481
2020-01-28,"4,664","3,654","3,148",506
2020-01-29,"4,471","3,544","3,025",519
2020-01-30,"4,486","3,499","3,031",468
2020-01-31,"3,527","2,704","2,304",400
2020-02-01,"2,514","1,995","1,728",267
2020-02-02,"2,993","2,409","2,106",303
2020-02-03,"4,728","3,694","3,174",520
2020-02-04,"4,883","3,982","3,472",510
2020-02-05,"5,071","4,061","3,528",533
2020-02-06,"4,638","3,715","3,217",498
2020-02-07,"3,757","2,942","2,512",430
2020-02-08,"2,761","2,193","1,890",303
2020-02-09,"3,423","2,849","2,498",351
2020-02-10,"5,066","4,016","3,464",552
2020-02-11,"4,928","4,045","3,499",546
2020-02-12,"4,996","4,019","3,497",522
2020-02-13,"5,004","3,823","3,188",635
2020-02-14,"3,675","2,949","2,529",420
2020-02-15,"2,556","2,024","1,757",267
2020-02-16,"3,732","2,808","2,361",447
2020-02-17,"4,958","3,951","3,382",569
2020-02-18,"4,869","3,806","3,273",533
2020-02-19,"5,224","4,042","3,495",547
2020-02-20,"4,890","3,748","3,212",536
2020-02-21,"3,678","2,914","2,528",386
2020-02-22,"2,456","2,025","1,759",266
2020-02-23,"3,444","2,708","2,387",321
2020-02-24,"5,000","3,974","3,390",584
2020-02-25,"5,496","4,210","3,601",609
2020-02-26,"5,059","4,014","3,468",546
2020-02-27,"4,813","3,759","3,247",512
2020-02-28,"3,810","3,052","2,569",483
2020-02-29,"2,682","2,169","1,858",311
2020-03-01,"3,332","2,754","2,379",375
2020-03-02,"4,872","3,801","3,264",537
2020-03-03,"5,097","3,956","3,452",504
2020-03-04,"4,714","3,591","3,118",473
2020-03-05,"5,048","3,994","3,428",566
2020-03-06,"3,698","2,843","2,386",457
2020-03-07,"2,670","2,095","1,798",297
2020-03-08,"3,416","2,743","2,362",381
2020-03-09,"4,731","3,830","3,269",561
2020-03-10,"4,820","3,718","3,169",549
2020-03-11,"4,813","3,711","3,182",529
2020-03-12,"4,393","3,508","2,952",556
2020-03-13,"3,316","2,613","2,172",441
2020-03-14,"2,416","1,888","1,569",319
2020-03-15,"2,934","2,251","1,937",314
2020-03-16,"2,732","2,157","1,809",348
2020-03-17,"3,805","3,007","2,525",482
2020-03-18,"3,748","2,976","2,508",468
2020-03-19,"3,678","2,883","2,471",412
2020-03-20,"3,322","2,647","2,239",408
2020-03-21,"2,701","2,049","1,749",300
2020-03-22,"3,263","2,469","2,120",349
2020-03-23,"4,105","3,166","2,690",476
2020-03-24,"4,156","3,247","2,766",481
2020-03-25,"4,153","3,367","2,878",489
2020-03-26,"4,256","3,394","2,944",450
2020-03-27,"3,818","3,002","2,588",414
2020-03-28,"3,045","2,438","2,103",335
2020-03-29,"4,079","3,047","2,603",444
2020-03-30,"4,899","3,852","3,280",572
2020-03-31,"4,943","3,822","3,310",512
2020-04-01,"4,907","3,799","3,317",482
2020-04-02,"4,933","3,838","3,305",533
2020-04-03,"4,665","3,498","2,975",523
2020-04-04,"3,366","2,536","2,175",361
2020-04-05,"3,976","3,045","2,644",401
2020-04-06,"4,981","3,921","3,351",570
2020-04-07,"5,331","4,144","3,552",592
2020-04-08,"5,331","4,203","3,656",547
2020-04-09,"5,063","3,982","3,426",556
2020-04-10,"4,252","3,354","2,869",485
2020-04-11,"3,656","2,712","2,279",433
2020-04-12,"4,152","3,125","2,666",459
2020-04-13,"5,089","3,922","3,379",543
2020-04-14,"5,491","4,314","3,721",593
2020-04-15,"5,665","4,424","3,754",670
2020-04-16,"5,423","4,203","3,592",611
2020-04-17,"4,688","3,682","3,146",536
2020-04-18,"4,055","3,007","2,521",486
2020-04-19,"4,830","3,671","3,057",614
2020-04-20,"5,908","4,517","3,869",648
2020-04-21,"5,633","4,377","3,722",655
2020-04-22,"5,786","4,520","3,856",664
2020-04-23,"5,967","4,758","4,074",684
2020-04-24,"4,937","3,879","3,319",560
2020-04-25,"4,327","3,284","2,814",470
2020-04-26,"5,086","3,964","3,393",571
2020-04-27,"6,038","4,771","4,054",717
2020-04-28,"6,324","4,920","4,210",710
2020-04-29,"6,062","4,735","4,006",729
2020-04-30,"5,520","4,375","3,776",599
2020-05-01,"4,670","3,621","3,068",553
2020-05-02,"4,171","3,145","2,683",462
2020-05-03,"4,716","3,648","3,067",581
2020-05-04,"5,939","4,567","3,882",685
2020-05-05,"6,361","4,900","4,169",731
2020-05-06,"6,659","5,322","4,580",742
2020-05-07,"6,264","4,857","4,067",790
2020-05-08,"5,359","4,202","3,592",610
2020-05-09,"4,593","3,452","2,932",520
2020-05-10,"5,092","3,917","3,338",579
2020-05-11,"6,563","5,112","4,278",834
2020-05-12,"6,124","4,775","4,028",747
2020-05-13,"5,817","4,596","3,886",710
2020-05-14,"6,057","4,583","3,937",646
2020-05-15,"4,958","3,829","3,183",646
2020-05-16,"3,651","2,827","2,384",443
2020-05-17,"4,248","3,291","2,737",554
2020-05-18,"5,624","4,231","3,588",643
2020-05-19,"5,595","4,300","3,666",634
2020-05-20,"5,213","4,106","3,466",640
2020-05-21,"5,156","3,990","3,372",618
2020-05-22,"4,350","3,343","2,816",527
2020-05-23,"3,446","2,696","2,291",405
2020-05-24,"3,945","2,969","2,479",490
2020-05-25,"4,639","3,610","3,054",556
2020-05-26,"5,224","4,069","3,416",653
2020-05-27,"5,242","4,105","3,474",631
2020-05-28,"4,939","3,966","3,371",595
2020-05-29,"4,387","3,486","2,949",537
2020-05-30,"3,327","2,583","2,189",394
2020-05-31,"3,692","2,919","2,482",437
2020-06-01,"4,734","3,707","3,133",574
2020-06-02,"4,727","3,690","3,057",633
2020-06-03,"4,994","3,869","3,239",630
2020-06-04,"4,767","3,733","3,156",577
2020-06-05,"4,124","3,247","2,778",469
2020-06-06,"3,230","2,425","2,045",380
2020-06-07,"3,906","3,049","2,574",475
2020-06-08,"4,895","3,787","3,188",599
2020-06-09,"4,871","3,644","3,050",594
2020-06-10,"4,989","3,857","3,269",588
2020-06-11,"4,633","3,560","3,015",545
2020-06-12,"4,475","3,292","2,757",535
2020-06-13,"2,967","2,304","1,942",362
2020-06-14,"3,507","2,684","2,282",402
2020-06-15,"4,337","3,348","2,794",554
2020-06-16,"4,470","3,461","2,964",497
2020-06-17,"4,439","3,450","2,898",552
2020-06-18,"4,895","3,677","3,132",545
2020-06-19,"3,924","2,911","2,459",452
2020-06-20,"2,827","2,190","1,851",339
2020-06-21,"3,481","2,668","2,256",412
2020-06-22,"4,627","3,493","2,935",558
2020-06-23,"4,561","3,493","2,950",543
2020-06-24,"4,626","3,521","2,982",539
2020-06-25,"4,137","3,215","2,668",547
2020-06-26,"3,555","2,675","2,248",427
2020-06-27,"2,671","1,999","1,680",319
2020-06-28,"3,486","2,635","2,233",402
2020-06-29,"4,000","3,119","2,616",503
2020-06-30,"3,828","3,013","2,553",460
2020-07-01,"3,935","3,049","2,599",450
2020-07-02,"3,633","2,881","2,397",484
2020-07-03,"2,997","2,286","1,932",354
2020-07-04,"2,194","1,704","1,420",284
2020-07-05,"2,948","2,198","1,836",362
2020-07-06,"4,049","3,215","2,724",491
2020-07-07,"3,792","2,998","2,485",513
2020-07-08,"4,029","3,096","2,613",483
2020-07-09,"3,945","3,039","2,587",452
2020-07-10,"3,523","2,620","2,173",447
2020-07-11,"2,646","1,981","1,665",316
2020-07-12,"3,454","2,611","2,213",398
2020-07-13,"3,703","2,916","2,459",457
2020-07-14,"3,680","2,853","2,397",456
2020-07-15,"3,479","2,627","2,196",431
2020-07-16,"3,756","2,916","2,463",453
2020-07-17,"3,289","2,557","2,122",435
2020-07-18,"2,416","1,892","1,606",286
2020-07-19,"2,793","2,197","1,892",305
2020-07-20,"3,749","2,881","2,428",453
2020-07-21,"3,786","2,889","2,450",439
2020-07-22,"4,002","3,039","2,566",473
2020-07-23,"3,823","3,033","2,525",508
2020-07-24,"3,430","2,623","2,262",361
2020-07-25,"2,400","1,767","1,487",280
2020-07-26,"2,835","2,207","1,869",338
2020-07-27,"4,001","3,031","2,523",508
2020-07-28,"3,795","2,969","2,525",444
2020-07-29,"3,903","3,010","2,591",419
2020-07-30,"3,397","2,687","2,265",422
2020-07-31,"3,005","2,317","1,887",430
2020-08-01,"2,305","1,750","1,479",271
2020-08-02,"2,696","1,993","1,701",292
2020-08-03,"3,866","2,814","2,368",446
2020-08-04,"3,826","2,845","2,400",445
2020-08-05,"3,673","2,774","2,334",440
2020-08-06,"3,660","2,625","2,189",436
2020-08-07,"3,136","2,364","1,941",423
2020-08-08,"2,223","1,628","1,354",274
2020-08-09,"2,623","1,941","1,644",297
2020-08-10,"3,638","2,745","2,325",420
2020-08-11,"3,740","2,742","2,258",484
2020-08-12,"3,767","2,904","2,477",427
2020-08-13,"3,621","2,780","2,322",458
2020-08-14,"2,971","2,308","1,922",386
2020-08-15,"2,221","1,696","1,373",323
2020-08-16,"2,724","2,037","1,686",351
2020-08-17,"3,456","2,638","2,181",457
2020-08-18,"3,581","2,683","2,184",499
2020-08-19,"2,064","1,564","1,297",267
